time,desired_x,desired_y,desired_z,actual_x,actual_y,actual_z,error
0.10153913497924805,0.0,0.0,-2.0,-0.24089417,0.16597074,-0.6339757,1.3969963199855682
0.20154261589050293,0.0,0.0,-2.0,-0.23966157,0.1608516,-0.6327767,1.3973584078639465
0.3018207550048828,0.0,0.0,-2.0,-0.2356119,0.15665667,-0.6293168,1.3995808999073422
0.40216493606567383,0.0,0.0,-2.0,-0.23206173,0.15041803,-0.6260454,1.401509705979102
0.501589298248291,0.0,0.0,-2.0,-0.23631969,0.14204672,-0.62297136,1.4043618314240187
0.6017904281616211,0.0,0.0,-2.0,-0.23872195,0.13678655,-0.61883324,1.4083040648000482
0.701636552810669,0.0,0.0,-2.0,-0.2396535,0.13104366,-0.61743265,1.409290142510139
0.8031094074249268,0.0,0.0,-2.0,-0.23906393,0.12670101,-0.6181444,1.4080943254947718
0.9015998840332031,0.0,0.0,-2.0,-0.23520845,0.124124475,-0.6241816,1.40128729856918
1.0018784999847412,0.0,0.0,-2.0,-0.23473886,0.117924824,-0.6310717,1.3939057793868133
1.1021621227264404,0.0,0.0,-2.0,-0.23363769,0.11414146,-0.6344923,1.390045388169175
1.2016527652740479,0.0,0.0,-2.0,-0.23199627,0.114741825,-0.6385903,1.3857937763720347
1.30147385597229,0.0,0.0,-2.0,-0.23154525,0.11860989,-0.64522296,1.3795297510257178
1.4017293453216553,0.0,0.0,-2.0,-0.23482975,0.122366056,-0.65046066,1.3752726616163167
1.5019631385803223,0.0,0.0,-2.0,-0.23233058,0.12441781,-0.6542582,1.3713053281883583
1.6018922328948975,0.0,0.0,-2.0,-0.23443517,0.12542117,-0.66087973,1.3652594671728164
1.7044172286987305,0.0,0.0,-2.0,-0.23642513,0.126704,-0.66500306,1.3616782199454245
1.8020265102386475,0.0,0.0,-2.0,-0.237076,0.12821466,-0.6652483,1.3616924012954725
1.9015769958496094,0.0,0.0,-2.0,-0.23619765,0.1275462,-0.6611652,1.365480152122588
2.002045154571533,0.0,0.0,-2.0,-0.23139673,0.12618314,-0.6623508,1.3633679200046953
2.1018197536468506,0.0,0.0,-2.0,-0.22989015,0.12456683,-0.66323423,1.3620973134116592
2.201979875564575,0.0,0.0,-2.0,-0.23101604,0.12237336,-0.6625773,1.3627337245711921
2.302642822265625,0.0,0.0,-2.0,-0.23371017,0.11913675,-0.66175497,1.3637132324795704
2.401801824569702,0.0,0.0,-2.0,-0.24102293,0.113736,-0.6647268,1.3616102476032714
2.5018110275268555,0.0,0.0,-2.0,-0.24606055,0.11532632,-0.6647385,1.36263321983418
2.6018519401550293,0.0,0.0,-2.0,-0.25372022,0.11679937,-0.66784275,1.361124165787646
2.703383207321167,0.0,0.0,-2.0,-0.2636383,0.11938752,-0.673945,1.3572694517127621
2.801764965057373,0.0,0.0,-2.0,-0.2703344,0.12219414,-0.67843485,1.3544543332867025
2.9032161235809326,0.0,0.0,-2.0,-0.2739233,0.12374737,-0.6836168,1.3502637056638074
3.001537799835205,0.0,0.0,-2.0,-0.27191836,0.12467384,-0.6837406,1.3498229240008865
3.1017415523529053,0.0,0.0,-2.0,-0.26384914,0.12883522,-0.68280196,1.349527899958187
3.201751232147217,0.0,0.0,-2.0,-0.25509378,0.13229845,-0.6819872,1.3489749410941585
3.3017096519470215,0.0,0.0,-2.0,-0.24864982,0.13292532,-0.6800208,1.3497558806536623
3.4020581245422363,0.0,0.0,-2.0,-0.24260765,0.12971954,-0.67927754,1.3490713290501346
3.503845453262329,0.0,0.0,-2.0,-0.2335197,0.12393336,-0.68058455,1.3456403900848175
3.60195255279541,0.0,0.0,-2.0,-0.22522548,0.118982546,-0.6768084,1.3474862997900579
3.70174503326416,0.0,0.0,-2.0,-0.21261607,0.1134157,-0.6749226,1.3468106288082418
3.8017778396606445,0.0,0.0,-2.0,-0.19881707,0.10840942,-0.6880658,1.3313347084295517
3.9015958309173584,0.0,0.0,-2.0,-0.18077514,0.10258571,-0.72248775,1.2943110262139272
4.002060651779175,0.0,0.0,-2.0,-0.16077581,0.09855953,-0.77120537,1.2431810388271851
4.101715564727783,0.0,0.0,-2.0,-0.13489252,0.09553392,-0.85183686,1.1600005684453643
4.201946973800659,0.0,0.0,-2.0,-0.10695019,0.09288669,-0.9592317,1.0503642165575808
4.301602363586426,0.0,0.0,-2.0,-0.08227773,0.08946936,-1.0646713,0.9431936223008935
4.401903390884399,0.0,0.0,-2.0,-0.052805,0.08778077,-1.1943169,0.8121694082878168
4.501797437667847,0.0,0.0,-2.0,-0.033602163,0.07864845,-1.3187244,0.6866229935598773
4.601796388626099,0.0,0.0,-2.0,-0.013218643,0.0734868,-1.4171339,0.5876290501558038
4.70191764831543,0.0,0.0,-2.0,0.006479878,0.07088235,-1.5000882,0.5049535516233079
4.8018975257873535,0.0,0.0,-2.0,0.023600567,0.06979202,-1.5745354,0.4317963222892329
4.902058124542236,0.0,0.0,-2.0,0.033300377,0.067543395,-1.6322867,0.3753453343079067
5.001807689666748,0.0,0.0,-2.0,0.039142624,0.064668916,-1.6848203,0.32411797316801366
5.101808309555054,0.041771873213633647,0.04176276130751535,-2.0,0.04022022,0.06369129,-1.7252414,0.27563661539708056
5.2020344734191895,0.08365952886221786,0.08358630605824047,-2.0,0.03552124,0.06431335,-1.7641623,0.24147082948169313
5.301809072494507,0.125435797455664,0.12518885133505894,-2.0,0.027020251,0.06549049,-1.7965481,0.23375666412404575
5.4042887687683105,0.1682660027608906,0.16766942134800078,-2.0,0.016178947,0.06682627,-1.8231549,0.25411413579116016
5.501641035079956,0.20887397553930678,0.20773174936899666,-2.0,-0.0013371909,0.07326392,-1.854682,0.2887692185988873
5.602148532867432,0.25069417016508677,0.2487169330518696,-2.0,-0.012660595,0.08316157,-1.875807,0.33494507004619645
5.7018022537231445,0.2920446545946832,0.2889143139910163,-2.0,-0.019078216,0.09421658,-1.8913263,0.3827722823563012
5.801659107208252,0.3333394489156452,0.32867695681476905,-2.0,-0.023342235,0.10757629,-1.909164,0.4293699068579635
5.901890993118286,0.3746495589582459,0.3680175250878649,-2.0,-0.024624394,0.12119712,-1.928638,0.474797367405765
6.001770734786987,0.4156651286738561,0.40658883794122364,-2.0,-0.025988055,0.14047085,-1.9516023,0.5178983040692792
6.101817607879639,0.4565509936089531,0.44449648526307417,-2.0,-0.02350187,0.16362132,-1.9697288,0.5570080365526174
6.201844692230225,0.4972586855085508,0.48164411847265315,-2.0,-0.014868231,0.19353375,-1.9863584,0.5877649671833234
6.303868293762207,0.5385321526284347,0.5186419109831636,-2.0,0.00037676733,0.22324067,-1.9984428,0.6139018934423259
6.401582717895508,0.5778741380088468,0.5532267037102692,-2.0,0.028978275,0.25231683,-2.0079381,0.6260163200887057
6.501727819442749,0.6178860070635258,0.5876593660276077,-2.0,0.060379103,0.2781488,-2.0245256,0.6381318404582548
6.602278232574463,0.6577707923912104,0.6211788984782776,-2.0,0.10086343,0.31154194,-2.0438292,0.6387032611753048
6.70171046257019,0.6969686945719276,0.6532789332854884,-2.0,0.13731572,0.33951935,-2.059262,0.6443357165912811
6.8024680614471436,0.7363840037875181,0.6846528640641618,-2.0,0.17390211,0.3634231,-2.0725176,0.6517923322103922
6.902166843414307,0.775056527567127,0.7144919227604629,-2.0,0.21620086,0.3904971,-2.0769594,0.6505498109709164
7.001870155334473,0.813363164690755,0.7430641621861059,-2.0,0.26098174,0.4167937,-2.0814478,0.6466926645536057
7.1019368171691895,0.8514474883221673,0.7704349750809395,-2.0,0.31214875,0.44522133,-2.0825229,0.6351512144046828
7.201605558395386,0.8890856502083665,0.796405227575278,-2.0,0.36549893,0.47507933,-2.0806751,0.6195981463968601
7.3020339012146,0.9265482428457779,0.8211209835462955,-2.0,0.41854817,0.50763,-2.082512,0.6026183650799805
7.403178453445435,0.9639095789258573,0.8445738001983467,-2.0,0.4619511,0.5360418,-2.089878,0.5960137371843063
7.501800060272217,0.9998808162131665,0.8659565861591861,-2.0,0.5128894,0.5693447,-2.088294,0.5770052866596885
7.6021623611450195,1.0360149455473104,0.8861824150036908,-2.0,0.55794257,0.5997711,-2.0847661,0.5637108731616505
7.701684236526489,1.0715120267582983,0.9047556538884569,-2.0,0.60381544,0.6331202,-2.0843914,0.547400979789809
7.802641153335571,1.106669368617187,0.9218102315129545,-2.0,0.6426678,0.6659137,-2.0916026,0.5377467314320683
7.9027183055877686,1.1416147106737151,0.9373615925900273,-2.0,0.69070536,0.70274574,-2.1002607,0.5180888520968266
8.002186059951782,1.1755536990894098,0.9510500969860843,-2.0,0.73232925,0.73505926,-2.1059728,0.50431159140821
8.10181474685669,1.209082531516593,0.9631234963549569,-2.0,0.7749103,0.7690234,-2.111087,0.48838584346713726
8.201775789260864,1.242190618287728,0.9735483171095629,-2.0,0.8121585,0.7991524,-2.1155212,0.4782119739969158
8.30214524269104,1.2747767839661157,0.9822699328068051,-2.0,0.84818864,0.82548344,-2.1175022,0.46943180499742165
8.401628732681274,1.3066951729576524,0.989244134252936,-2.0,0.88944066,0.84856373,-2.1208107,0.4566043634594585
8.50168490409851,1.3381080221570272,0.9945003279273514,-2.0,0.93213165,0.8728405,-2.122315,0.4411109456513954
8.601654767990112,1.3689626985015848,0.9980153846191824,-2.0,0.9744377,0.8966166,-2.1255927,0.42626894105350716
8.702506065368652,1.3994069656006238,0.9997830305058114,-2.0,1.0173464,0.9191034,-2.1342843,0.412930692377756
8.803608655929565,1.4293870896222254,0.9997672600895353,-2.0,1.0517011,0.94181967,-2.139676,0.40683419837357276
8.903615474700928,1.4583747419337394,0.9979863889339515,-2.0,1.0917782,0.9647945,-2.1513808,0.3980086615391646
9.001849174499512,1.4862002356573616,0.9945358540120705,-2.0,1.122588,0.9832298,-2.1603034,0.39754096876479844
9.101717948913574,1.513871704309008,0.9892987871830328,-2.0,1.1505343,0.999409,-2.1655412,0.3993997821967414
9.201562881469727,1.5408907057423769,0.9823271405953189,-2.0,1.1745812,1.0105928,-2.16714,0.4036302842897614
9.30173134803772,1.5672751742519258,0.9736199636102726,-2.0,1.2124704,1.022017,-2.1602054,0.39229383273064267
9.403031587600708,1.593285957053955,0.9630619105988122,-2.0,1.2304605,1.0292873,-2.1640058,0.40364091697795085
9.501926183700562,1.6179778098009299,0.9510860460014832,-2.0,1.2540661,1.0384904,-2.1662695,0.4095324277128435
9.603278875350952,1.6425733551058719,0.9371139297081185,-2.0,1.279982,1.0469218,-2.1661417,0.41368269452245493
9.705244779586792,1.6665534822791574,0.9213642667459349,-2.0,1.3075113,1.0546522,-2.1702514,0.41912107208910326
9.801763534545898,1.6885818288455763,0.9048858602031564,-2.0,1.3346432,1.0603526,-2.1782293,0.4256854613868704
9.901698112487793,1.7106417760928847,0.8862811409088226,-2.0,1.3659862,1.0653851,-2.18514,0.43028183401853504
10.001909732818604,1.7319986738369821,0.8660775304555215,-2.0,1.4009941,1.0729121,-2.193137,0.43548417261111855
10.10167384147644,1.7525259621757323,0.8444251112426442,-2.0,1.4303448,1.0764756,-2.1932487,0.4415803505633174
