time,desired_x,desired_y,desired_z,actual_x,actual_y,actual_z,error
0.10120105743408203,2.0,0.0,-2.0,0.15876403,0.013540367,-1.4249475,1.9289941937801602
0.2008051872253418,2.0,0.0,-2.0,0.16068436,0.015598336,-1.4218005,1.9281182517160953
0.3011040687561035,2.0,0.0,-2.0,0.16911572,0.015785761,-1.41581,1.9218908392537135
0.4008758068084717,2.0,0.0,-2.0,0.17265491,0.012716961,-1.4118762,1.919698256081133
0.5010237693786621,2.0,0.0,-2.0,0.16956955,0.0068618758,-1.4131603,1.9222131816531525
0.6008687019348145,2.0,0.0,-2.0,0.16145328,0.00046419102,-1.4183081,1.9283722902818605
0.7010903358459473,2.0,0.0,-2.0,0.15035519,-0.004237737,-1.4216805,1.9379518525587744
0.8008933067321777,2.0,0.0,-2.0,0.13522829,-0.008000473,-1.420064,1.952885897767096
0.9007511138916016,2.0,0.0,-2.0,0.12129014,-0.014193184,-1.4148809,1.9677694426157044
1.000974416732788,2.0,0.0,-2.0,0.10984531,-0.021060418,-1.4063019,1.9813141542396393
1.102607011795044,2.0,0.0,-2.0,0.1041956,-0.024203034,-1.3964617,1.9897031312585056
1.200937271118164,2.0,0.0,-2.0,0.0955494,-0.025015362,-1.3907447,1.999687451682551
1.3009307384490967,2.0,0.0,-2.0,0.09043194,-0.023107493,-1.3832009,2.0068446048908117
1.4006927013397217,2.0,0.0,-2.0,0.08751593,-0.017807435,-1.3772285,2.0114066655215797
1.5008950233459473,2.0,0.0,-2.0,0.08568696,-0.014098677,-1.3739388,2.0141364943567646
1.6007227897644043,2.0,0.0,-2.0,0.08489933,-0.016858198,-1.3740219,2.0148804870809798
1.7009069919586182,2.0,0.0,-2.0,0.080185734,-0.021617832,-1.3819563,2.0169611088580353
1.8006439208984375,2.0,0.0,-2.0,0.074005425,-0.025120996,-1.3903083,2.0203490253326857
1.9013335704803467,2.0,0.0,-2.0,0.06756284,-0.025833195,-1.3963914,2.024678759672279
2.0007729530334473,2.0,0.0,-2.0,0.061287582,-0.024306433,-1.4035963,2.0285201595132447
2.1007885932922363,2.0,0.0,-2.0,0.053831924,-0.020857127,-1.413864,2.03262406555676
2.201719045639038,2.0,0.0,-2.0,0.048105024,-0.01796492,-1.4250971,2.0348783923912634
2.3012614250183105,2.0,0.0,-2.0,0.043529283,-0.01709085,-1.4247369,2.039362019317884
2.4009549617767334,2.0,0.0,-2.0,0.039459825,-0.014843093,-1.4282483,2.042262989700899
2.501363515853882,2.0,0.0,-2.0,0.03667688,-0.012174572,-1.4313745,2.0440452040931256
2.600991725921631,2.0,0.0,-2.0,0.03435984,-0.008536561,-1.4336064,2.0456333596029097
2.7008700370788574,2.0,0.0,-2.0,0.026761508,-0.0064982707,-1.4419297,2.050647419069111
2.8009915351867676,2.0,0.0,-2.0,0.019509757,-0.0048222006,-1.448925,2.055735511180419
2.9033043384552,2.0,0.0,-2.0,0.012291072,-0.0046001286,-1.4568676,2.060582629809349
3.000905752182007,2.0,0.0,-2.0,0.006258245,-0.0034569602,-1.4629493,2.0648103099361363
3.1009457111358643,2.0,0.0,-2.0,0.0031216245,0.00021080859,-1.4659564,2.0670572814823958
3.200847625732422,2.0,0.0,-2.0,0.0022703367,0.005890265,-1.4702697,2.066778341922629
3.3033063411712646,2.0,0.0,-2.0,0.0030699957,0.005725678,-1.4762726,2.064473936113831
3.4023523330688477,2.0,0.0,-2.0,0.005804638,0.015190555,-1.4847285,2.0597452899938453
3.500877857208252,2.0,0.0,-2.0,0.015959077,0.03517922,-1.5003539,2.046289851465076
3.6010193824768066,2.0,0.0,-2.0,0.03683234,0.05650688,-1.520299,2.021715454344919
3.70377254486084,2.0,0.0,-2.0,0.07351334,0.07792953,-1.535057,1.9833295028361821
3.8008975982666016,2.0,0.0,-2.0,0.16070892,0.07975554,-1.549961,1.8952276257691072
3.901013135910034,2.0,0.0,-2.0,0.282137,0.06929785,-1.5664705,1.7730773475700576
4.000929594039917,2.0,0.0,-2.0,0.43936655,0.05074151,-1.5868886,1.6151818897545063
4.100818157196045,2.0,0.0,-2.0,0.5965595,0.029523388,-1.607891,1.4574862932614703
4.202225923538208,2.0,0.0,-2.0,0.74430406,0.0086972695,-1.6292963,1.3093010215376455
4.300834894180298,2.0,0.0,-2.0,0.92868346,-0.025175707,-1.6610441,1.1239412945925098
4.4007251262664795,2.0,0.0,-2.0,1.0832707,-0.054185353,-1.6826464,0.9716182533448888
4.500945806503296,2.0,0.0,-2.0,1.2443978,-0.07996457,-1.7044117,0.8152922757895606
4.6010472774505615,2.0,0.0,-2.0,1.3846838,-0.09584861,-1.7276002,0.6797077062857468
4.700821161270142,2.0,0.0,-2.0,1.502178,-0.10751869,-1.7435694,0.5702137528203771
4.800818681716919,2.0,0.0,-2.0,1.6380554,-0.11462902,-1.767544,0.44517350786974696
4.9006712436676025,2.0,0.0,-2.0,1.7457795,-0.11557071,-1.7949867,0.3464319372306489
5.000855445861816,2.0,0.0,-2.0,1.8271679,-0.112385616,-1.8195796,0.27395801234592526
5.100948333740234,1.9993716371720407,0.05013039469217805,-2.0,1.8954599,-0.10493464,-1.8425531,0.2441973183764557
5.2008092403411865,1.9974823469528036,0.100320853325315,-2.0,1.9450382,-0.09796115,-1.8654935,0.24527154412033503
5.30090069770813,1.9943285397820698,0.15051137967182765,-2.0,1.9881786,-0.09034083,-1.8803638,0.26899892900620703
5.401069641113281,1.9899053484905478,0.20069056791167736,-2.0,2.0214906,-0.08316858,-1.8846908,0.3080095183998141
5.500752210617065,1.9842541312627082,0.2504706421257297,-2.0,2.0490055,-0.07631132,-1.8840508,0.35273700960980475
5.6008522510528564,1.9773252215727808,0.3003081219883226,-2.0,2.071669,-0.06868834,-1.8819212,0.39875025595793084
5.700867176055908,1.9691547944224401,0.3498991220382207,-2.0,2.0796173,-0.052348707,-1.8808702,0.4338169848426114
5.800861358642578,1.9597430117298265,0.3992584726416078,-2.0,2.0827994,-0.029657748,-1.8827058,0.46137829896821553
5.900954246520996,1.949078512547989,0.44843388801886824,-2.0,2.080182,-0.0032130633,-1.8867593,0.48373192297144735
6.000702857971191,1.9372211490248485,0.497166189287692,-2.0,2.0702877,0.031935245,-1.8906013,0.49609940576939954
6.100894927978516,1.9241033688118294,0.5457345747952652,-2.0,2.0546038,0.0709417,-1.894684,0.5035375933037585
6.200802326202393,1.9097754965086406,0.5939339634464216,-2.0,2.0310962,0.118792675,-1.9081503,0.49891314485328686
6.304214000701904,1.8937038934612496,0.6433393846871992,-2.0,2.0182674,0.1624755,-1.914723,0.5040022862165738
6.4007954597473145,1.8775281175478327,0.6891213012360683,-2.0,2.0065534,0.21095137,-1.9210043,0.5015319811496883
6.500951766967773,1.8595950562362547,0.7361428032805056,-2.0,1.9945551,0.2572395,-1.9239753,0.5033312508134085
6.60094690322876,1.8405086436282465,0.7826416374878813,-2.0,1.9807394,0.30541816,-1.9240925,0.5031588619353747
6.703259706497192,1.8197753690568563,0.8297093504197613,-2.0,1.9666672,0.36256105,-1.9236609,0.4956131577728829
6.800946235656738,1.7988639428838646,0.8741215676279336,-2.0,1.9565951,0.42294785,-1.9244093,0.4838912943872946
6.901159286499023,1.7762970538227332,0.9191130379777444,-2.0,1.9484088,0.47690755,-1.9292674,0.47976166990060115
7.001220226287842,1.7526333935608656,0.9634709065536561,-2.0,1.9365615,0.531794,-1.935332,0.47366278627644354
7.101104259490967,1.727876009430799,1.007196354259435,-2.0,1.9220352,0.57837844,-1.9398304,0.4745555610818483
7.200867652893066,1.7020727791430272,1.0502134328317896,-2.0,1.9087824,0.6213018,-1.9437196,0.47943878328970974
7.300598382949829,1.6751903823199639,1.0925828037191017,-2.0,1.8846614,0.6688091,-1.9466836,0.4757151401277991
7.400835752487183,1.6471625813283062,1.134396505050977,-2.0,1.8619132,0.71423596,-1.9561299,0.4738958718467919
7.500783443450928,1.6181350663300795,1.1754313706520465,-2.0,1.8371822,0.75617474,-1.9656109,0.4742787825661753
7.600691795349121,1.588107076859113,1.2156956495891575,-2.0,1.8038744,0.80209285,-1.9737809,0.4672368186292603
7.701165437698364,1.5569578365271324,1.2553415054385606,-2.0,1.7693107,0.8426779,-1.980277,0.46451480228927733
7.800677537918091,1.5250292610921108,1.2939419433702775,-2.0,1.7341663,0.8863308,-1.9820129,0.4584852024743356
7.900701284408569,1.4920230466503797,1.3318660699425147,-2.0,1.6993161,0.93197393,-1.9808784,0.45083232563088754
8.000924110412598,1.4580371728354455,1.3689878022210502,-2.0,1.6687893,0.9722795,-1.9808972,0.4496207830919091
